atm_group;lat;long;n_mall_100;n_mall_300;n_bank_100;n_bank_300;n_department_store_100;n_department_store_300;n_station_100;n_station_300;n_alcohol_100;n_alcohol_300;n_police_100;n_police_300;n_university_100;n_university_300;n_railway_station_100;n_railway_station_300;population;subject;salary;target
5478;53.231328;50.258593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11167;самарская область;36266.9;-0.0696121064266722
5478;57.141993;65.525174;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;744554;тюменская область;46342.7;-0.0141175831535534
1942;55.806676;37.482744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2464;московская область;54939.5;-0.0179748286584693
5478;56.225938;43.396848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231797;нижегородская область;34867.4;-0.0256720950659099
496;48.458826;135.089668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617473;хабаровский край;50228.1;0.0093968232600801
3185;46.984218;142.720182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200854;сахалинская область;86965.8;-0.0968358439078185
5478;56.832925;60.582302;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;0;1515832;свердловская область;41078.8;-0.0288676349694351
3185;53.103578;49.95331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100940;самарская область;36266.9;-0.1450012314747548
8083;55.058678;82.913575;0;0;10;1;0;0;1;0;5;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;0.1278025829178944
5478;56.803026;59.92884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62395;свердловская область;41078.8;-0.1444323000469984
5478;54.965807;73.414915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178391;омская область;34833.6;-0.1450012314747548
5478;56.796974;60.578924;0;0;5;1;0;0;0;0;2;0;0;0;0;0;0;0;1515832;свердловская область;41078.8;-0.0688105410455862
5478;52.629826;38.457946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312;липецкая область;34133.1;0.0479758319913117
5478;46.345213;48.068357;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1531;астраханская область;34601.4;-0.0396169846105274
1942;54.994698;73.380977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178391;омская область;34833.6;-0.0852455533560095
1942;59.879597;30.262014;0;0;5;0;0;0;1;0;1;0;0;0;0;0;0;0;5225690;санкт-петербург;62223.8;-0.0745493757729594
8083;43.183092;131.489085;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4195;приморский край;45075.1;0.1028270881930408
5478;43.795614;131.95293;0;0;3;1;0;0;0;0;2;1;0;0;0;0;0;0;138766;приморский край;45075.1;-0.0733752602123017
496;56.259233;83.974737;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7962;томская область;42725.9;-0.040520209080385
5478;55.914443;37.7623;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;173160;московская область;54939.5;-0.0461825584331734
8083;53.730496;127.24919;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;23093;амурская область;48242.3;0.1939091213668629
1942;55.886175;37.420778;0;0;0;0;0;0;0;0;3;1;2;1;0;0;0;0;207425;московская область;54939.5;0.056022023054239
5478;53.196536;50.158826;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;1156608;самарская область;36266.9;0.0015755607159931
5478;56.998563;40.974604;0;0;4;3;0;0;0;0;1;1;0;0;0;0;0;0;405053;ивановская область;27174.6;-0.0205989709353203
8083;61.79047;34.365572;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;277111;республика карелия;41523.6;0.1358394312286546
1942;57.80713;28.347075;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;207571;псковская область;29060.6;-0.0682328265495529
1942;56.320817;43.927438;0;0;5;1;0;0;1;1;1;0;0;0;0;0;0;0;1276560;нижегородская область;34867.4;-0.1001214289644553
3185;55.029719;73.278946;3;0;5;2;0;0;0;0;2;1;0;0;0;0;0;0;1178391;омская область;34833.6;-0.0955805221802315
1942;61.2775;73.365733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373940;ханты-мансийский автономный округ - югра;67764.9;9.974661128996902e-05
496;61.484154;129.153771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9320;республика саха (якутия);70063.0;-0.0794092849665153
1942;53.418337;58.984918;0;0;2;2;0;0;0;0;2;2;0;0;1;0;0;0;418241;челябинская область;37183.9;0.0170118483037353
5478;56.836761;35.895349;0;0;4;1;0;0;0;0;0;0;1;0;0;0;1;0;420850;тверская область;33004.4;-0.1002847348548753
3185;56.061951;92.960163;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3786;красноярский край;48725.4;-0.1450012314747548
5478;59.091711;37.914681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318107;вологодская область;38567.1;-0.1142516675766645
8083;43.124518;131.885269;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.1176702474591584
5478;52.590048;41.503442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29377;тамбовская область;28979.1;-0.0323475294444116
8083;57.625518;39.882782;1;1;6;3;1;0;0;0;2;0;0;0;1;0;0;0;603961;ярославская область;35357.2;0.2186083166997159
1942;52.205066;104.082285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48460;иркутская область;45856.1;-0.0454697771611042
3185;53.329149;83.785363;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;633432;алтайский край;28265.5;-0.1158809414051107
5478;54.5005;37.067121;0;0;4;2;0;0;0;0;1;0;1;0;0;0;0;0;67165;тульская область;37002.0;-0.0636660869516791
8083;57.73994;40.918153;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;280466;костромская область;29926.5;0.1415891691331813
1022;56.134405;47.247889;0;0;5;0;0;0;0;0;1;1;2;0;0;0;0;0;492331;чувашская республика;29844.4;-0.0983108059752769
8083;55.170784;61.374562;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1134643;челябинская область;37183.9;0.1384076249429142
3185;55.706883;37.592096;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;12380664;москва;89128.6;0.0019329016738208
3185;62.048692;129.75363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;-0.0288883923557279
496;53.530621;33.720726;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16671;брянская область;29285.0;-0.0919098487755485
1022;56.141136;47.200701;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;492331;чувашская республика;29844.4;-0.1255926281692694
5478;48.393543;135.11332;0;0;3;1;0;0;0;0;1;1;0;0;0;0;0;0;3164;хабаровский край;50228.1;-0.0320378288966151
5478;56.255407;43.976513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1259;нижегородская область;34867.4;-0.0015245812009111
5478;57.144626;65.51876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;744554;тюменская область;46342.7;-0.0394743184649653
5478;56.239473;96.071128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;16111;красноярский край;48725.4;-0.0549761761211473
8083;46.361715;48.046025;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;115208;астраханская область;34601.4;0.1896813026416164
5478;57.625745;39.877545;0;0;4;1;0;0;0;0;3;1;0;0;0;0;0;0;603961;ярославская область;35357.2;-0.061261076607166
3185;56.658103;124.72178;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;56888;республика саха (якутия);70063.0;0.1120866097691792
8083;43.111988;131.917537;0;0;5;1;0;0;0;0;1;1;3;0;0;0;0;0;633102;приморский край;45075.1;0.1362322173449882
496;54.320153;35.279761;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3845;калужская область;41050.8;-0.0723321158736696
8083;55.780157;37.578855;0;0;1;0;0;0;0;0;3;1;1;0;0;0;0;0;12380664;москва;89128.6;0.2036169507587917
5478;55.559797;37.356836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7231;московская область;54939.5;-0.0242208400962373
5478;52.032616;113.495183;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;349005;забайкальский край;43974.9;0.0121364236504429
5478;55.061529;82.903865;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.112012074738621
5478;52.520736;85.185783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200576;алтайский край;28265.5;-0.0045418884191104
1942;56.334218;43.936403;0;0;2;1;0;0;0;0;1;1;1;0;0;0;0;0;1276560;нижегородская область;34867.4;0.0455961145390699
5478;55.883454;37.444566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207425;московская область;54939.5;-0.0384714752511642
1942;55.714648;37.883572;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;172525;московская область;54939.5;0.0609233961558756
5478;55.159774;82.961635;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;7778;новосибирская область;38968.9;0.0024063327727416
3185;43.100365;131.903451;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.0222189370741323
5478;50.262662;127.533812;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;225810;амурская область;48242.3;-0.0496649069418802
3185;49.717373;42.67365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;волгоградская область;32191.9;-0.0708334268559535
5478;52.252709;104.365246;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1913;иркутская область;45856.1;-0.030191781915996
3185;54.187928;37.59189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546953;тульская область;37002.0;-0.1450012314747548
1942;51.531175;46.06303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840785;саратовская область;28224.3;0.0012017726445119
8083;57.00198;40.983353;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;405053;ивановская область;27174.6;0.0413538185963172
3185;53.355793;83.676955;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2704;алтайский край;28265.5;-0.1351221873223051
5478;46.930307;142.747428;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;200854;сахалинская область;86965.8;0.0803230204681652
5478;43.130479;131.901439;0;0;3;1;0;0;0;0;5;0;0;0;0;0;0;0;633102;приморский край;45075.1;-0.0114510109462418
8083;56.463744;84.9547;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;575352;томская область;42725.9;0.1100169897767928
5478;66.082833;76.631279;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;116938;ямало-ненецкий автономный округ;90694.0;-0.0591475119656698
1942;54.997058;82.689194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29739;новосибирская область;38968.9;-0.0364546611251818
496;54.210823;72.96097;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7621;омская область;34833.6;0.0219443067982297
3185;55.037851;82.93845;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1618039;новосибирская область;38968.9;-0.1098844995654846
5478;52.726859;41.44692;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;291663;тамбовская область;28979.1;-0.0186117545448462
5478;51.535221;46.009912;0;0;4;3;0;0;0;0;5;0;0;0;0;0;0;0;840785;саратовская область;28224.3;-0.0084916358860492
1942;55.862338;37.60894;0;0;7;2;0;0;1;0;1;1;1;1;0;0;0;0;173160;московская область;54939.5;0.0631283508119827
8083;53.715141;91.433719;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;185161;республика хакасия;39661.4;0.2186083166997159
496;58.057203;38.766024;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1281;ярославская область;35357.2;-0.0241734074411007
5478;59.24391;39.907225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1197;вологодская область;38567.1;-0.0720745621742497
3185;56.232809;93.553159;0;0;5;0;0;0;0;0;1;1;1;1;0;0;0;0;1283;красноярский край;48725.4;0.0396124747383535
3185;56.481708;84.981066;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;575352;томская область;42725.9;0.018992901438241
3185;56.121913;93.435399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33091;красноярский край;48725.4;-0.0287722574109884
5478;54.258569;48.33371;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1092;ульяновская область;30637.9;-0.087015310924118
8083;43.355184;132.195377;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;57765;приморский край;45075.1;0.1281542777274218
8083;55.778264;37.466018;0;0;6;2;0;0;0;0;0;0;1;0;0;0;0;0;2542;московская область;54939.5;0.1650185304996057
3185;57.10704;65.559319;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1489;тюменская область;46342.7;-0.0740824817212408
8083;54.678416;55.930295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156820;республика башкортостан;36638.1;0.0653628085043708
5478;54.874906;37.22129;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;37308;московская область;54939.5;-0.0592218032846602
8083;54.88817;73.373243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4192;омская область;34833.6;0.110802838116079
3185;55.051071;82.91477;0;0;1;1;0;0;1;1;3;1;0;0;0;0;1;0;1618039;новосибирская область;38968.9;-0.1058735930805483
496;61.069724;42.112419;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;22311;архангельская область;48515.3;-0.069485196898084
5478;55.769884;37.668695;0;0;6;3;0;0;0;0;2;0;0;0;0;0;0;0;12380664;москва;89128.6;-0.0244453072692598
5478;54.512141;36.262311;0;0;6;0;0;0;0;0;5;0;0;0;0;0;0;0;335017;калужская область;41050.8;-0.018366904229885
3185;48.472178;135.077163;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;617473;хабаровский край;50228.1;-0.0403724620370823
496;55.827798;37.370473;0;0;1;1;0;0;0;0;5;2;0;0;0;0;0;0;116896;московская область;54939.5;0.0045604929601553
5478;54.726444;20.527843;0;0;1;0;0;0;0;0;3;2;0;0;1;0;0;0;2934;калининградская область;34322.9;-0.0690613913089981
496;56.022348;39.979908;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14568;владимирская область;31885.0;-0.0633030024752921
8083;55.783463;49.14841;0;0;5;2;0;0;0;0;4;2;0;0;0;0;0;0;1205651;республика татарстан;37708.0;0.2001798621750853
5478;55.768025;37.623483;0;0;11;3;0;0;1;0;3;0;1;0;0;0;0;0;12380664;москва;89128.6;-0.0381629364835785
5478;59.213556;39.890615;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;311166;вологодская область;38567.1;-0.0152651931748714
8083;52.074544;113.482733;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2586;забайкальский край;43974.9;0.1860022131722349
5478;58.01456;56.250733;1;1;6;2;1;0;0;0;3;0;1;0;0;0;0;0;1048011;пермский край;37772.9;-0.0010382651473083
5478;47.536009;134.753069;0;0;2;1;1;1;0;0;2;0;0;0;0;0;1;0;12889;хабаровский край;50228.1;0.0082312277022249
5478;55.143939;61.414348;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1134643;челябинская область;37183.9;-0.0549624731330982
5478;59.888392;30.318653;0;0;4;1;0;0;0;0;6;2;0;0;0;0;0;0;5225690;санкт-петербург;62223.8;-0.0715349849163451
8083;43.097284;131.956541;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.1770179956399523
5478;53.141741;45.039049;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;18700;пензенская область;32014.6;0.0118333451780143
496;52.25697;43.785279;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;38640;саратовская область;28224.3;-0.002359889747585
5478;54.190404;37.624256;0;0;4;3;0;0;0;0;2;0;1;0;0;0;0;0;546953;тульская область;37002.0;-0.0505385134335528
3185;56.096127;47.276968;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1633;чувашская республика;29844.4;-0.1150056568388507
32;69.343541;88.211228;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;175365;красноярский край;48725.4;0.0792773520096629
5478;51.685144;39.128224;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1054111;воронежская область;33703.9;-0.0994571777949294
5478;56.012934;92.882153;0;0;7;1;0;0;0;0;1;1;0;0;0;0;0;0;1066934;красноярский край;48725.4;-0.0142710261606393
1942;55.899179;37.591512;0;0;5;1;0;0;1;0;1;0;0;0;0;0;0;0;90956;московская область;54939.5;0.055539189911767
496;51.809602;107.646181;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;430186;республика бурятия;38845.8;-0.0288717857848664
3185;62.033567;129.739571;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.0253828410774957
1942;55.707623;37.768561;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;0.0434917811858801
1942;55.16251;61.399508;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1134643;челябинская область;37183.9;-0.0622050711300372
32;59.128135;37.915463;0;0;5;1;0;0;0;0;2;0;0;0;0;0;0;0;318107;вологодская область;38567.1;0.1512257297587029
5478;53.54179;49.39056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7039;самарская область;36266.9;-0.0529534020283484
8083;55.04319;82.933877;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;0.0959020415027215
5478;51.529136;46.053238;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;840785;саратовская область;28224.3;-0.0468114173963869
5478;59.557059;150.824531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91781;магаданская область;88042.3;-0.0460553832642825
1942;54.852537;83.045493;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;1561;новосибирская область;38968.9;-0.1020987940951423
1942;56.89528;60.599972;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1515832;свердловская область;41078.8;-0.04724082165014
5478;50.412726;36.887979;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;43454;белгородская область;35324.3;-0.0702329619553073
5478;52.565871;78.940561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16016;алтайский край;28265.5;-0.0002656489437893
5478;54.518774;36.266955;0;0;2;2;0;0;0;0;5;2;1;0;0;0;0;0;335017;калужская область;41050.8;0.0294196832329115
3185;56.017674;92.820232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066934;красноярский край;48725.4;0.0252699478632832
1942;55.190668;61.302859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2800;челябинская область;37183.9;0.0485881630739964
3185;57.170336;65.567431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744554;тюменская область;46342.7;-0.0493687267741984
8083;43.125564;131.879412;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633102;приморский край;45075.1;0.1918252181932678
5478;68.956985;33.067489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298096;мурманская область;61823.2;0.008818292912803
1942;55.826038;49.148823;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.0511206816991219
5478;55.100051;82.972496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1062;новосибирская область;38968.9;-0.01744216602897
1942;57.648374;39.950371;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1854;ярославская область;35357.2;0.0004980340977849
8083;58.048507;38.854606;0;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;193341;ярославская область;35357.2;0.1808996629453907
5478;62.025879;129.734487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318768;республика саха (якутия);70063.0;0.0361333125574381
32;55.703987;37.626187;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;-0.0620400053633821
5478;56.835269;60.548912;0;0;4;0;0;0;0;0;5;0;0;0;0;0;0;0;1515832;свердловская область;41078.8;-0.0080277964554137
5478;68.817483;32.815206;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;11184;мурманская область;61823.2;-0.0936156270803666
5478;52.980532;158.680451;0;0;3;2;0;0;0;0;6;2;0;0;0;0;0;0;181181;камчатский край;79795.5;0.0150846875044185
496;52.347637;35.349093;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100499;курская область;33048.0;-0.048360248418016
1942;54.99554;82.868453;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;0.0117896322862645
5478;56.791423;60.519734;1;0;3;0;0;0;0;0;8;0;1;0;0;0;0;0;1515832;свердловская область;41078.8;-0.0825822561269308
5478;64.560036;39.815462;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;182291;архангельская область;48515.3;-0.0561963815963169
3185;55.11771;36.6134;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;115029;калужская область;41050.8;-0.0274428770119798
5478;55.685432;37.570123;0;0;7;1;0;0;0;0;1;0;0;0;0;0;0;0;2450;московская область;54939.5;-0.0531316730811704
5478;55.25989;61.403281;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;27256;челябинская область;37183.9;-0.0412810991252487
5478;57.587112;39.906147;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;603961;ярославская область;35357.2;-0.0401606462163888
3185;49.717373;42.67365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;волгоградская область;32191.9;-0.0237334004016553
1942;55.889881;37.537676;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;90956;московская область;54939.5;0.0601741745218746
1942;56.841241;60.605326;0;0;2;0;0;0;0;0;0;0;2;0;1;0;0;0;1515832;свердловская область;41078.8;0.0166892213594343
1022;55.866793;49.088214;0;0;2;0;0;0;0;0;4;1;0;0;0;0;0;0;2301;республика татарстан;37708.0;-0.0899353745453752
5478;51.686534;39.256746;0;0;2;0;0;0;0;0;3;1;0;0;0;0;0;0;1054111;воронежская область;33703.9;0.0268556656734667
3185;55.996797;93.013164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20887;красноярский край;48725.4;0.0124903015685222
5478;54.717438;55.954065;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;177865;республика башкортостан;36638.1;-0.1003502008669916
8083;55.656407;37.527373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2450;московская область;54939.5;0.1747548929566212
8083;48.486607;135.075842;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;617473;хабаровский край;50228.1;0.2186083166997159
1942;56.319529;43.944928;0;0;4;2;0;0;1;0;0;0;0;0;0;0;1;0;1276560;нижегородская область;34867.4;-0.0751515586910781
1942;55.582655;37.671507;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;1593;московская область;54939.5;0.0679890231701369
5478;53.772477;38.126315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30772;тульская область;37002.0;-0.0790925663710431
5478;55.91523;37.726843;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;173160;московская область;54939.5;0.0082515818828095
5478;59.891773;29.667877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1453;ленинградская область;45368.5;-0.0194744457551568
5478;54.984873;82.894064;0;0;6;3;0;0;1;0;1;0;0;0;0;0;0;0;1618039;новосибирская область;38968.9;-0.0066091027368945
5478;50.105553;139.110446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2875;хабаровский край;50228.1;-0.0890446726073086
496;54.940753;73.386556;0;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;1178391;омская область;34833.6;-0.1450012314747548
8083;69.483491;88.388241;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;47307;красноярский край;48725.4;0.1854033721097867
5478;50.404126;136.887277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6298;хабаровский край;50228.1;-0.0010285363586044
8083;61.08049;72.617292;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;127710;ханты-мансийский автономный округ - югра;67764.9;0.2087989254783065
5478;53.207372;45.00476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;522317;пензенская область;32014.6;-0.0436797019272562
5478;56.317587;44.020045;0;0;6;0;0;0;0;0;2;1;1;0;0;0;0;0;1276560;нижегородская область;34867.4;-0.0575393553792978
8083;57.98717;56.213453;0;0;1;1;0;0;0;0;2;2;0;0;0;0;0;0;1048011;пермский край;37772.9;0.0991129281434299
1942;56.006618;92.857081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1066934;красноярский край;48725.4;-0.1340477202070325
8083;52.037957;113.51226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349005;забайкальский край;43974.9;0.1213805242988559
1942;48.468982;135.129562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617473;хабаровский край;50228.1;0.0693186919886205
5478;51.53573;46.025237;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;840785;саратовская область;28224.3;-0.0608222451645071
5478;55.943795;36.83876;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1033;московская область;54939.5;-0.0757710006343657
5478;54.015321;38.286242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134901;тульская область;37002.0;-0.0579440167081748
5478;56.974126;40.975367;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1175;ивановская область;27174.6;0.0264253534419486
1942;56.475519;84.966945;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;575352;томская область;42725.9;-0.0301619876737986
8083;51.701362;94.411751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116983;республика тыва;37667.0;0.1924519727379387
8083;53.510819;49.457125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;731544;самарская область;36266.9;0.1177140426531148
8083;56.006628;92.830814;0;0;2;0;0;0;0;0;0;0;2;2;0;0;1;0;1066934;красноярский край;48725.4;0.1525590155875486
1942;55.605002;37.758832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9778;московская область;54939.5;-0.0209543094166595
8083;56.965535;40.972205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1175;ивановская область;27174.6;0.1270400252769006
8083;59.850649;30.267314;0;0;11;3;2;0;1;1;4;0;0;0;0;0;0;0;5225690;санкт-петербург;62223.8;0.214882930311268
1022;55.827727;49.131001;0;0;6;1;0;0;0;0;4;0;0;0;0;0;0;0;1205651;республика татарстан;37708.0;-0.1131931310168219
8083;58.237347;68.279939;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;103019;тюменская область;46342.7;0.1452626197891561
496;56.520077;84.989241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575352;томская область;42725.9;-0.0308904259925197
496;51.048934;107.822322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5066;республика бурятия;38845.8;0.017372643984509
5478;55.84024;37.492024;0;0;4;1;0;0;0;0;5;1;0;0;0;0;0;0;207425;московская область;54939.5;0.0219724605622519
8083;53.418166;58.9811;0;0;4;1;0;0;0;0;3;0;0;0;0;0;0;0;418241;челябинская область;37183.9;0.0838582847261711
8083;55.69386;37.62201;0;0;1;0;0;0;0;0;2;0;1;0;3;2;0;0;2450;московская область;54939.5;0.1222369814837261
8083;55.720276;37.43013;0;0;5;4;0;0;0;0;2;1;1;1;0;0;0;0;6270;московская область;54939.5;0.1814857070875161
